"","coefficient"
"cna_log2_KAT6A",0
"cna_log2_KAT6B",0
"cna_log2_KAT7",0
"cna_log2_KCNJ5",0
"cna_log2_KCNRG",0
"cna_log2_KDM2A",0
"cna_log2_KDM3A",0
"cna_log2_KDM3B",0
"cna_log2_KDM4C",0
"cna_log2_KDM5A",0
"cna_log2_KDM5B",0
"cna_log2_KDM5C",0
"cna_log2_KDM6A",0
"cna_log2_KDM8",0
"cna_log2_KDR",0
"cna_log2_KDSR",0
"cna_log2_KEAP1",0
"cna_log2_KEL",0
"cna_log2_KIAA0101",0
"cna_log2_KIAA1524",0
"cna_log2_KIAA1549",0
"cna_log2_KIF14",0
"cna_log2_KIF1A",0
"cna_log2_KIF1B",0
"cna_log2_KIF5B",0
"cna_log2_KIF7",0
"cna_log2_KISS1",0
"cna_log2_KIT",0
"cna_log2_KL",0
"cna_log2_KLF10",0
"cna_log2_KLF2",0
"cna_log2_KLF4",0
"cna_log2_KLF5",0
"cna_log2_KLF6",0
"cna_log2_KLF8",0
"cna_log2_KLK10",0
"cna_log2_KLK2",0
"cna_log2_KLK6",0
"cna_log2_KMT2A",0
"cna_log2_KMT2B",0
"cna_log2_KMT2C",0
"cna_log2_KMT2D",0
"cna_log2_KNSTRN",0
"cna_log2_KRAS",0
"cna_log2_KRIT1",0
"cna_log2_KRT19",0
"cna_log2_KRT222",0
"cna_log2_KSR2",0
"cna_log2_KTN1",0
"cna_log2_L3MBTL4",0
"cna_log2_LAMTOR5",0
"cna_log2_LAPTM4B",0
"cna_log2_LARP4B",0
"cna_log2_LASP1",0
"cna_log2_LAT2",0
"cna_log2_LATS1",0
"cna_log2_LATS2",0
"cna_log2_LCK",0
"cna_log2_LCN2",0
"cna_log2_LCP1",0
"cna_log2_LDHB",0
"cna_log2_LEF1",0
"cna_log2_LEFTY1",0
"cna_log2_LEFTY2",0
"cna_log2_LEMD2",0
"cna_log2_LEPROTL1",0
"cna_log2_LETMD1",0
"cna_log2_LGALS7",0
"cna_log2_LHX1",0
"cna_log2_LHX4",0
"cna_log2_LHX6",0
"cna_log2_LIFR",0
"cna_log2_LIMA1",0
"cna_log2_LIMD1",0
"cna_log2_LIN28A",0
"cna_log2_LIN28B",0
"cna_log2_LIN9",0
"cna_log2_LINC.PINT",0
"cna_log2_LITAF",0
"cna_log2_LLGL1",0
"cna_log2_LMNA",0
"cna_log2_LMO1",0
"cna_log2_LMO2",0
"cna_log2_LMO3",0
"cna_log2_LMO4",0
"cna_log2_LMX1B",0
"cna_log2_LOX",0
"cna_log2_LPP",0
"cna_log2_LRIG1",0
"cna_log2_LRIG3",0
"cna_log2_LRMP",0
"cna_log2_LRP1B",0
"cna_log2_LRRC3B",0
"cna_log2_LRRC4",0
"cna_log2_LSAMP",0
"cna_log2_LSM1",0
"cna_log2_LSM14A",0
"cna_log2_LTF",0
"cna_log2_LXN",0
"cna_log2_LYL1",0
"cna_log2_LZTR1",0
"cna_log2_LZTS1",0
"cna_log2_MACC1",0
"cna_log2_MACF1",0
"cna_log2_MACROD1",0
"cna_log2_MAD1L1",0
"cna_log2_MADD",0
"cna_log2_MAF",0
"cna_log2_MAFA",0
"cna_log2_MAFB",0
"cna_log2_MAGEA11",0
"cna_log2_MAL",0
"cna_log2_MALAT1",0
"cna_log2_MALT1",0
"cna_log2_MAML2",0
"cna_log2_MAP2K1",0
"cna_log2_MAP2K2",0
"cna_log2_MAP2K4",0
"cna_log2_MAP3K1",0
"cna_log2_MAP3K13",0
"cna_log2_MAP3K4",0
"cna_log2_MAP3K7",0
"cna_log2_MAP3K8",0
"cna_log2_MAP4K1",0
"cna_log2_MAPK1",0
"cna_log2_MAPK10",0
"cna_log2_MAPK9",0
"cna_log2_MAPRE1",0
"cna_log2_MARCKS",0
"cna_log2_MARVELD1",0
"cna_log2_MAS1",0
"cna_log2_MAT2A",0
"cna_log2_MAX",0
"cna_log2_MB21D2",0
"cna_log2_MBD1",0
"cna_log2_MBD4",0
"cna_log2_MCC",0
"cna_log2_MCF2",0
"cna_log2_MCF2L",0
"cna_log2_MCL1",0
"cna_log2_MCM9",0
"cna_log2_MCPH1",0
"cna_log2_MCTS1",0
"cna_log2_MDC1",0
"cna_log2_MDM2",0
"cna_log2_MDM4",0
"cna_log2_MDS2",0
"cna_log2_MECOM",0
"cna_log2_MED12",0
"cna_log2_MEF2C",0
"cna_log2_MEFV",0
"cna_log2_MEG3",0
"cna_log2_MEIS1",0
"cna_log2_MEN1",0
"cna_log2_MERTK",0
"cna_log2_MET",0
"cna_log2_MFHAS1",0
"cna_log2_MFNG",0
"cna_log2_MFSD2A",0
"cna_log2_MGA",0
"cna_log2_MGMT",0
"cna_log2_MIA",0
"cna_log2_MIA2",0
"cna_log2_MIEN1",0
"cna_log2_MINA",0
"cna_log2_MIR1.1",0
"cna_log2_MIR1.2",0
"cna_log2_MIR100",0
"cna_log2_MIR100HG",0
"cna_log2_MIR101.1",0
"cna_log2_MIR101.2",0
"cna_log2_MIR106A",0
"cna_log2_MIR106B",0
"cna_log2_MIR107",0
"cna_log2_MIR10A",0
"cna_log2_MIR10B",0
"cna_log2_MIR122",0
"cna_log2_MIR1226",0
"cna_log2_MIR124.1",0
"cna_log2_MIR124.2",0
"cna_log2_MIR124.3",0
"cna_log2_MIR1247",0
"cna_log2_MIR125A",0
"cna_log2_MIR125B1",0
"cna_log2_MIR125B2",0
"cna_log2_MIR126",0
"cna_log2_MIR127",0
"cna_log2_MIR128.1",0
"cna_log2_MIR129.1",0
"cna_log2_MIR129.2",0
"cna_log2_MIR1291",0
"cna_log2_MIR1297",0
"cna_log2_MIR130A",0
"cna_log2_MIR130B",0
"cna_log2_MIR132",0
"cna_log2_MIR133A1",0
"cna_log2_MIR133A2",0
"cna_log2_MIR133B",0
"cna_log2_MIR134",0
"cna_log2_MIR135A1",0
"cna_log2_MIR135A2",0
"cna_log2_MIR135B",0
"cna_log2_MIR136",0
"cna_log2_MIR137",0
"cna_log2_MIR138.1",0
"cna_log2_MIR138.2",0
"cna_log2_MIR140",0
"cna_log2_MIR141",0
"cna_log2_MIR142",0
"cna_log2_MIR143",0
"cna_log2_MIR145",0
"cna_log2_MIR146A",0
"cna_log2_MIR146B",0
"cna_log2_MIR147A",0
"cna_log2_MIR148A",0
"cna_log2_MIR148B",0
"cna_log2_MIR149",0
"cna_log2_MIR150",0
"cna_log2_MIR152",0
"cna_log2_MIR155",0
"cna_log2_MIR155HG",0
"cna_log2_MIR15A",0
"cna_log2_MIR16.1",0
"cna_log2_MIR16.2",0
"cna_log2_MIR17",0
"cna_log2_MIR17HG",0
"cna_log2_MIR181A1",0
"cna_log2_MIR181A2",0
"cna_log2_MIR181B1",0
"cna_log2_MIR181B2",0
"cna_log2_MIR181C",0
"cna_log2_MIR182",0
"cna_log2_MIR183",0
"cna_log2_MIR184",0
"cna_log2_MIR185",0
"cna_log2_MIR186",0
"cna_log2_MIR187",0
"cna_log2_MIR18A",0
"cna_log2_MIR18B",0
"cna_log2_MIR1908",0
"cna_log2_MIR191",0
"cna_log2_MIR192",0
"cna_log2_MIR193A",0
"cna_log2_MIR193B",0
"cna_log2_MIR194.1",0
"cna_log2_MIR194.2",0
"cna_log2_MIR195",0
"cna_log2_MIR196A1",0
"cna_log2_MIR196A2",0
"cna_log2_MIR196B",0
"cna_log2_MIR198",0
"cna_log2_MIR199A1",0
"cna_log2_MIR19A",0
"cna_log2_MIR19B1",0
"cna_log2_MIR200A",0
"cna_log2_MIR200B",0
"cna_log2_MIR200C",0
"cna_log2_MIR204",0
"cna_log2_MIR205",0
"cna_log2_MIR206",0
"cna_log2_MIR20A",0
"cna_log2_MIR20B",0
"cna_log2_MIR21",0
"cna_log2_MIR210",0
"cna_log2_MIR211",0
"cna_log2_MIR212",0
"cna_log2_MIR214",0
"cna_log2_MIR215",0
"cna_log2_MIR217",0
"cna_log2_MIR218.1",0
"cna_log2_MIR218.2",0
"cna_log2_MIR22",0
"cna_log2_MIR221",0
"cna_log2_MIR222",0
"cna_log2_MIR223",0
"cna_log2_MIR23A",0
"cna_log2_MIR23B",0
"cna_log2_MIR24.1",0
"cna_log2_MIR25",0
"cna_log2_MIR26A1",0
"cna_log2_MIR26A2",0
"cna_log2_MIR26B",0
"cna_log2_MIR27A",0
"cna_log2_MIR27B",0
"cna_log2_MIR296",0
"cna_log2_MIR29A",0
"cna_log2_MIR29B1",0
"cna_log2_MIR29C",0
"cna_log2_MIR301A",0
"cna_log2_MIR302B",0
"cna_log2_MIR30A",0
"cna_log2_MIR30C1",0
"cna_log2_MIR31",0
"cna_log2_MIR320A",0
"cna_log2_MIR326",0
"cna_log2_MIR329.1",0
"cna_log2_MIR330",0
"cna_log2_MIR335",0
"cna_log2_MIR338",0
"cna_log2_MIR33A",0
"cna_log2_MIR340",0
"cna_log2_MIR34A",0
"cna_log2_MIR34B",0
"cna_log2_MIR34C",0
"cna_log2_MIR367",0
"cna_log2_MIR372",0
"cna_log2_MIR373",0
"cna_log2_MIR374A",0
"cna_log2_MIR375",0
"cna_log2_MIR380",0
"cna_log2_MIR383",0
"cna_log2_MIR409",0
"cna_log2_MIR410",0
"cna_log2_MIR421",0
"cna_log2_MIR423",0
"cna_log2_MIR424",0
"cna_log2_MIR449A",0
"cna_log2_MIR449B",0
"cna_log2_MIR451A",0
"cna_log2_MIR454",0
"cna_log2_MIR483",0
"cna_log2_MIR485",0
"cna_log2_MIR487B",0
"cna_log2_MIR490",0
"cna_log2_MIR493",0
"cna_log2_MIR494",0
"cna_log2_MIR495",0
"cna_log2_MIR497",0
"cna_log2_MIR502",0
"cna_log2_MIR503",0
"cna_log2_MIR504",0
"cna_log2_MIR505",0
"cna_log2_MIR506",0
"cna_log2_MIR507",0
"cna_log2_MIR508",0
"cna_log2_MIR509.3",0
"cna_log2_MIR517A",0
"cna_log2_MIR517C",0
"cna_log2_MIR519D",0
"cna_log2_MIR520B",0
"cna_log2_MIR520C",0
"cna_log2_MIR520G",0
"cna_log2_MIR526B",0
"cna_log2_MIR551A",0
"cna_log2_MIR574",0
"cna_log2_MIR575",0
"cna_log2_MIR615",0
"cna_log2_MIR636",0
"cna_log2_MIR645",0
"cna_log2_MIR663A",0
"cna_log2_MIR7.1",0
"cna_log2_MIR7.2",0
"cna_log2_MIR7.3",0
"cna_log2_MIR708",0
"cna_log2_MIR744",0
"cna_log2_MIR874",0
"cna_log2_MIR888",0
"cna_log2_MIR9.1",0
"cna_log2_MIR9.2",0
"cna_log2_MIR9.3",0
"cna_log2_MIR92A1",0
"cna_log2_MIR92B",0
"cna_log2_MIR93",0
"cna_log2_MIR941.1",0
"cna_log2_MIR944",0
"cna_log2_MIR96",0
"cna_log2_MIR98",0
"cna_log2_MIR99A",0
"cna_log2_MIRLET7A1",0
"cna_log2_MIRLET7A2",0
"cna_log2_MIRLET7A3",0
"cna_log2_MIRLET7B",0
"cna_log2_MIRLET7C",0
"cna_log2_MIRLET7D",0
"cna_log2_MIRLET7E",0
"cna_log2_MIRLET7F1",0
"cna_log2_MIRLET7F2",0
"cna_log2_MIRLET7G",0
"cna_log2_MIRLET7I",0
"cna_log2_MITF",0
"cna_log2_MKL2",0
"cna_log2_MLANA",0
"cna_log2_MLF1",0
"cna_log2_MLH1",0
"cna_log2_MLH3",0
"cna_log2_MLLT1",0
"cna_log2_MLLT10",0
"cna_log2_MLLT11",0
"cna_log2_MLLT3",0
"cna_log2_MLLT4",0
"cna_log2_MLLT6",0
"cna_log2_MME",0
"cna_log2_MMP12",0
"cna_log2_MMS22L",0
"cna_log2_MN1",0
"cna_log2_MNAT1",0
"cna_log2_MNT",0
"cna_log2_MNX1",0
"cna_log2_MOB1A",0
"cna_log2_MOB1B",0
"cna_log2_MOS",0
"cna_log2_MPL",0
"cna_log2_MPST",0
"cna_log2_MRAS",0
"cna_log2_MRE11A",0
"cna_log2_MRVI1",0
"cna_log2_MSH2",0
"cna_log2_MSH3",0
"cna_log2_MSH6",0
"cna_log2_MSI1",0
"cna_log2_MSI2",0
"cna_log2_MSMB",0
"cna_log2_MSN",0
"cna_log2_MST1",0
"cna_log2_MST1R",0
"cna_log2_MT1DP",0
"cna_log2_MT1F",0
"cna_log2_MT1G",0
"cna_log2_MT1M",0
"cna_log2_MT2A",0
"cna_log2_MTAP",0
"cna_log2_MTCP1",0
"cna_log2_MTDH",0
"cna_log2_MTOR",0
"cna_log2_MTSS1",0
"cna_log2_MTUS1",0
"cna_log2_MUC1",0
"cna_log2_MUC16",0
"cna_log2_MUC4",0
"cna_log2_MUC6",0
"cna_log2_MUS81",0
"cna_log2_MUTYH",0
"cna_log2_MXI1",0
"cna_log2_MYB",0
"cna_log2_MYBBP1A",0
"cna_log2_MYC",0
"cna_log2_MYCL",0
"cna_log2_MYCN",0
"cna_log2_MYD88",0
"cna_log2_MYH11",0
"cna_log2_MYH9",0
"cna_log2_MYO18B",0
"cna_log2_MYO1A",0
"cna_log2_MYO5A",0
"cna_log2_MYOD1",0
"cna_log2_MZB1",0
"cna_log2_N4BP2",0
"cna_log2_NAAA",0
"cna_log2_NAB2",0
"cna_log2_NACA",0
"cna_log2_NANOG",0
"cna_log2_NAPEPLD",0
"cna_log2_NBEA",0
"cna_log2_NBN",0
"cna_log2_NBPF12",0
"cna_log2_NCKIPSD",0
"cna_log2_NCOA1",0
"cna_log2_NCOA2",0
"cna_log2_NCOA3",0
"cna_log2_NCOA4",0
"cna_log2_NCOA5",0
"cna_log2_NCOR1",0
"cna_log2_NCOR2",0
"cna_log2_NDN",0
"cna_log2_NDRG1",0
"cna_log2_NDRG2",0
"cna_log2_NDRG4",0
"cna_log2_NDST4",0
"cna_log2_NEAT1",0
"cna_log2_NEDD4",0
"cna_log2_NEDD4L",0
"cna_log2_NEDD9",0
"cna_log2_NET1",0
"cna_log2_NEURL1",0
"cna_log2_NF1",0
"cna_log2_NF2",0
"cna_log2_NFATC2",0
"cna_log2_NFE2L2",0
"cna_log2_NFIB",0
"cna_log2_NFKB1",0
"cna_log2_NFKB2",0
"cna_log2_NFKBIE",0
"cna_log2_NGFR",0
"cna_log2_NIN",0
"cna_log2_NINJ1",0
"cna_log2_NINL",0
"cna_log2_NIPBL",0
"cna_log2_NIT2",0
"cna_log2_NKX2.1",0
"cna_log2_NKX2.8",0
"cna_log2_NKX3.1",0
"cna_log2_NME1",0
"cna_log2_NNAT",0
"cna_log2_NOL7",0
"cna_log2_NONO",0
"cna_log2_NOTCH1",0
"cna_log2_NOTCH2",0
"cna_log2_NOTCH3",0
"cna_log2_NOTCH4",0
"cna_log2_NOV",0
"cna_log2_NPAS2",0
"cna_log2_NPM1",0
"cna_log2_NPRL2",0
"cna_log2_NR0B2",0
"cna_log2_NR1I2",0
"cna_log2_NR2C2",0
"cna_log2_NR4A1",0
"cna_log2_NR4A3",0
"cna_log2_NRAS",0
"cna_log2_NRBP1",0
"cna_log2_NRCAM",0
"cna_log2_NRF1",0
"cna_log2_NRG1",0
"cna_log2_NRSN2",0
"cna_log2_NSD1",0
"cna_log2_NT5C2",0
"cna_log2_NTHL1",0
"cna_log2_NTRK1",0
"cna_log2_NTRK3",0
"cna_log2_NUAK1",0
"cna_log2_NUAK2",0
"cna_log2_NUMA1",0
"cna_log2_NUMB",0
"cna_log2_NUP133",0
"cna_log2_NUP214",0
"cna_log2_NUP93",0
"cna_log2_NUP98",0
"cna_log2_NUPR1",0
"cna_log2_NUTM1",0
"cna_log2_NUTM2B",0
"cna_log2_NUTM2D",0
"cna_log2_OLFM4",0
"cna_log2_OLIG2",0
"cna_log2_OLR1",0
"cna_log2_OMD",0
"cna_log2_ONECUT1",0
"cna_log2_OPCML",0
"cna_log2_OSCP1",0
"cna_log2_OSGIN1",0
"cna_log2_OTX2",0
"cna_log2_P2RY8",0
"cna_log2_PA2G4",0
"cna_log2_PABPC1",0
"cna_log2_PACRG",0
"cna_log2_PADI2",0
"cna_log2_PAEP",0
"cna_log2_PAFAH1B1",0
"cna_log2_PAFAH1B2",0
"cna_log2_PAIP2",0
"cna_log2_PAK1",0
"cna_log2_PAK7",0
"cna_log2_PALB2",0
"cna_log2_PANX2",0
"cna_log2_PARK2",0
"cna_log2_PARK7",0
"cna_log2_PARM1",0
"cna_log2_PARP1",0
"cna_log2_PATZ1",0
"cna_log2_PAWR",0
"cna_log2_PAX2",0
"cna_log2_PAX3",0
"cna_log2_PAX4",0
"cna_log2_PAX5",0
"cna_log2_PAX6",0
"cna_log2_PAX7",0
"cna_log2_PAX8",0
"cna_log2_PBK",0
"cna_log2_PBRM1",0
"cna_log2_PBX1",0
"cna_log2_PBX2",0
"cna_log2_PCAT1",0
"cna_log2_PCAT5",0
"cna_log2_PCBP1",0
"cna_log2_PCDH10",0
"cna_log2_PCDH17",0
"cna_log2_PCDH8",0
"cna_log2_PCDH9",0
"cna_log2_PCDHGC3",0
"cna_log2_PCGF2",0
"cna_log2_PCM1",0
"cna_log2_PDCD1LG2",0
"cna_log2_PDCD4",0
"cna_log2_PDCD5",0
"cna_log2_PDE4DIP",0
"cna_log2_PDGFA",0
"cna_log2_PDGFB",0
"cna_log2_PDGFRA",0
"cna_log2_PDGFRB",0
"cna_log2_PDGFRL",0
"cna_log2_PDLIM4",0
"cna_log2_PDS5B",0
"cna_log2_PDSS2",0
"cna_log2_PDX1",0
"cna_log2_PDZK1IP1",0
"cna_log2_PEA15",0
"cna_log2_PEBP1",0
"cna_log2_PEG3",0
"cna_log2_PELP1",0
"cna_log2_PER1",0
"cna_log2_PER2",0
"cna_log2_PF4",0
"cna_log2_PFN1",0
"cna_log2_PGR",0
"cna_log2_PGRMC2",0
"cna_log2_PHACTR4",0
"cna_log2_PHB",0
"cna_log2_PHC3",0
"cna_log2_PHF6",0
"cna_log2_PHLDA2",0
"cna_log2_PHLDA3",0
"cna_log2_PHLPP1",0
"cna_log2_PHLPP2",0
"cna_log2_PHOX2A",0
"cna_log2_PHOX2B",0
"cna_log2_PIAS1",0
"cna_log2_PICALM",0
"cna_log2_PIGU",0
"cna_log2_PIK3CA",0
"cna_log2_PIK3CB",0
"cna_log2_PIK3CG",0
"cna_log2_PIK3R1",0
"cna_log2_PIK3R2",0
"cna_log2_PIM1",0
"cna_log2_PIM2",0
"cna_log2_PIM3",0
"cna_log2_PIN1",0
"cna_log2_PINX1",0
"cna_log2_PIR",0
"cna_log2_PITX2",0
"cna_log2_PIWIL1",0
"cna_log2_PIWIL2",0
"cna_log2_PKD1",0
"cna_log2_PKNOX1",0
"cna_log2_PLA2G16",0
"cna_log2_PLA2G2A",0
"cna_log2_PLA2G7",0
"cna_log2_PLA2R1",0
"cna_log2_PLAC8",0
"cna_log2_PLAG1",0
"cna_log2_PLAGL1",0
"cna_log2_PLAGL2",0
"cna_log2_PLCB3",0
"cna_log2_PLCB4",0
"cna_log2_PLCD1",0
"cna_log2_PLCE1",0
"cna_log2_PLCG1",0
"cna_log2_PLD1",0
"cna_log2_PLEKHO1",0
"cna_log2_PLK1",0
"cna_log2_PLK2",0
"cna_log2_PLK5",0
"cna_log2_PLXNB1",0
"cna_log2_PLXNB2",0
"cna_log2_PLXNC1",0
"cna_log2_PML",0
"cna_log2_PMS1",0
"cna_log2_PMS2",0
"cna_log2_PNN",0
"cna_log2_POLD1",0
"cna_log2_POLE",0
"cna_log2_POLG",0
"cna_log2_POLQ",0
"cna_log2_POLRMT",0
"cna_log2_POT1",0
"cna_log2_POU2AF1",0
"cna_log2_POU2F3",0
"cna_log2_POU5F1",0
"cna_log2_POU6F2",0
"cna_log2_PPARA",0
"cna_log2_PPARG",0
"cna_log2_PPFIBP1",0
"cna_log2_PPM1A",0
"cna_log2_PPM1D",0
"cna_log2_PPM1L",0
"cna_log2_PPP1CA",0
"cna_log2_PPP1R10",0
"cna_log2_PPP1R13L",0
"cna_log2_PPP1R14A",0
"cna_log2_PPP1R1B",0
"cna_log2_PPP2CA",0
"cna_log2_PPP2CB",0
"cna_log2_PPP2R1A",0
"cna_log2_PPP2R1B",0
"cna_log2_PPP2R2C",0
"cna_log2_PPP2R4",0
"cna_log2_PPP2R5C",0
"cna_log2_PPP3CC",0
"cna_log2_PPP6C",0
"cna_log2_PRAME",0
"cna_log2_PRCC",0
"cna_log2_PRDM1",0
"cna_log2_PRDM10",0
"cna_log2_PRDM11",0
"cna_log2_PRDM12",0
"cna_log2_PRDM13",0
"cna_log2_PRDM14",0
"cna_log2_PRDM15",0
"cna_log2_PRDM16",0
"cna_log2_PRDM2",0
"cna_log2_PRDM4",0
"cna_log2_PRDM5",0
"cna_log2_PRDM6",0
"cna_log2_PRDM8",0
"cna_log2_PRDM9",0
"cna_log2_PREX2",0
"cna_log2_PRF1",0
"cna_log2_PRICKLE1",0
"cna_log2_PRKAA1",0
"cna_log2_PRKAA2",0
"cna_log2_PRKACA",0
"cna_log2_PRKAR1A",0
"cna_log2_PRKCA",0
"cna_log2_PRKCB",0
"cna_log2_PRKCD",0
"cna_log2_PRKCDBP",0
"cna_log2_PRKCE",0
"cna_log2_PRKCI",0
"cna_log2_PRMT5",0
"cna_log2_PRODH",0
"cna_log2_PROX1",0
"cna_log2_PRPF40B",0
"cna_log2_PRR5",0
"cna_log2_PRRX1",0
"cna_log2_PSIP1",0
"cna_log2_PSMD10",0
"cna_log2_PTCH1",0
"cna_log2_PTCH2",0
"cna_log2_PTCSC3",0
"cna_log2_PTEN",0
"cna_log2_PTENP1",0
"cna_log2_PTGDR",0
"cna_log2_PTK2B",0
"cna_log2_PTK6",0
"cna_log2_PTK7",0
"cna_log2_PTMA",0
"cna_log2_PTP4A1",0
"cna_log2_PTP4A2",0
"cna_log2_PTP4A3",0
"cna_log2_PTPDC1",0
"cna_log2_PTPN1",0
"cna_log2_PTPN11",0
"cna_log2_PTPN12",0
"cna_log2_PTPN13",0
"cna_log2_PTPN2",0
"cna_log2_PTPN23",0
"cna_log2_PTPN6",0
"cna_log2_PTPRB",0
"cna_log2_PTPRC",0
"cna_log2_PTPRD",0
"cna_log2_PTPRJ",0
"cna_log2_PTPRK",0
"cna_log2_PTPRT",0
"cna_log2_PTTG1",0
"cna_log2_PTTG1IP",0
"cna_log2_PTTG2",0
"cna_log2_PVT1",0
"cna_log2_PWAR4",0
"cna_log2_PWWP2A",0
"cna_log2_PYCARD",0
"cna_log2_PYHIN1",0
"cna_log2_QKI",0
"cna_log2_RAB11A",0
"cna_log2_RAB18",0
"cna_log2_RAB22A",0
"cna_log2_RAB23",0
"cna_log2_RAB25",0
"cna_log2_RAB7A",0
"cna_log2_RAB8A",0
"cna_log2_RABEP1",0
"cna_log2_RAC1",0
"cna_log2_RAD17",0
"cna_log2_RAD21",0
"cna_log2_RAD23B",0
"cna_log2_RAD51B",0
"cna_log2_RAD51C",0
"cna_log2_RAF1",0
"cna_log2_RALGDS",0
"cna_log2_RANBP2",0
"cna_log2_RANBP9",0
"cna_log2_RAP1A",0
"cna_log2_RAP1GAP",0
"cna_log2_RAP1GDS1",0
"cna_log2_RARA",0
"cna_log2_RARB",0
"cna_log2_RARRES3",0
"cna_log2_RASA1",0
"cna_log2_RASAL1",0
"cna_log2_RASAL2",0
"cna_log2_RASL10A",0
"cna_log2_RASL10B",0
"cna_log2_RASL11A",0
"cna_log2_RASSF1",0
"cna_log2_RASSF10",0
"cna_log2_RASSF2",0
"cna_log2_RASSF3",0
"cna_log2_RASSF4",0
"cna_log2_RASSF5",0
"cna_log2_RASSF8",0
"cna_log2_RB1",0
"cna_log2_RB1CC1",0
"cna_log2_RBBP7",0
"cna_log2_RBBP8",0
"cna_log2_RBL1",0
"cna_log2_RBL2",0
"cna_log2_RBM10",0
"cna_log2_RBM14",0
"cna_log2_RBM15",0
"cna_log2_RBM3",0
"cna_log2_RBM38",0
"cna_log2_RBM4",0
"cna_log2_RBM5",0
"cna_log2_RBM6",0
"cna_log2_RBMS3",0
"cna_log2_RBMX",0
"cna_log2_RBP1",0
"cna_log2_RCHY1",0
"cna_log2_RECK",0
"cna_log2_RECQL4",0
"cna_log2_REL",0
"cna_log2_RERE",0
"cna_log2_RET",0
"cna_log2_RFC1",0
"cna_log2_RFC3",0
"cna_log2_RFWD2",0
"cna_log2_RFWD3",0
"cna_log2_RGL4",0
"cna_log2_RGPD3",0
"cna_log2_RGR",0
"cna_log2_RGS7",0
"cna_log2_RHEB",0
"cna_log2_RHO",0
"cna_log2_RHOA",0
"cna_log2_RHOB",0
"cna_log2_RHOBTB2",0
"cna_log2_RHOC",0
"cna_log2_RHOH",0
"cna_log2_RING1",0
"cna_log2_RINT1",0
"cna_log2_RIT1",0
"cna_log2_RITA1",0
"cna_log2_RMI2",0
"cna_log2_RNASEL",0
"cna_log2_RNASET2",0
"cna_log2_RND3",0
"cna_log2_RNF111",0
"cna_log2_RNF144A",0
"cna_log2_RNF180",0
"cna_log2_RNF213",0
"cna_log2_RNF43",0
"cna_log2_RNF8",0
"cna_log2_RNH1",0
"cna_log2_ROBO1",0
"cna_log2_ROBO2",0
"cna_log2_ROCK1",0
"cna_log2_ROR2",0
"cna_log2_ROS1",0
"cna_log2_RPA1",0
"cna_log2_RPL10",0
"cna_log2_RPL11",0
"cna_log2_RPL22",0
"cna_log2_RPL23",0
"cna_log2_RPL5",0
"cna_log2_RPN1",0
"cna_log2_RPRM",0
"cna_log2_RPS6KA2",0
"cna_log2_RPS6KA3",0
"cna_log2_RPS6KA6",0
"cna_log2_RQCD1",0
"cna_log2_RRAS",0
"cna_log2_RRAS2",0
"cna_log2_RSF1",0
"cna_log2_RSPO2",0
"cna_log2_RSPO3",0
"cna_log2_RTN4",0
"cna_log2_RTN4IP1",0
"cna_log2_RUNX1",0
"cna_log2_RUNX1T1",0
"cna_log2_RUNX2",0
"cna_log2_RUNX3",0
"cna_log2_RXRA",0
"cna_log2_S100A11",0
"cna_log2_S100A2",0
"cna_log2_S100A4",0
"cna_log2_S100A7",0
"cna_log2_S100A8",0
"cna_log2_SAA1",0
"cna_log2_SAFB",0
"cna_log2_SAFB2",0
"cna_log2_SAG",0
"cna_log2_SALL2",0
"cna_log2_SALL4",0
"cna_log2_SAMD9L",0
"cna_log2_SART3",0
"cna_log2_SASH1",0
"cna_log2_SATB1",0
"cna_log2_SBDS",0
"cna_log2_SBSN",0
"cna_log2_SCAF4",0
"cna_log2_SCGB3A1",0
"cna_log2_SCRIB",0
"cna_log2_SCUBE2",0
"cna_log2_SCYL1",0
"cna_log2_SDC4",0
"cna_log2_SDHA",0
"cna_log2_SDHAF2",0
"cna_log2_SDHB",0
"cna_log2_SDHC",0
"cna_log2_SDHD",0
"cna_log2_SEC14L2",0
"cna_log2_SEC62",0
"cna_log2_SELENBP1",0
"cna_log2_SEMA3B",0
"cna_log2_SEMA3F",0
"cna_log2_SEPT4",0
"cna_log2_SEPT5",0
"cna_log2_SEPT6",0
"cna_log2_SEPT9",0
"cna_log2_SERPINB5",0
"cna_log2_SERPINI2",0
"cna_log2_SERTAD1",0
"cna_log2_SERTAD2",0
"cna_log2_SERTAD3",0
"cna_log2_SET",0
"cna_log2_SETBP1",0
"cna_log2_SETD1B",0
"cna_log2_SETD2",0
"cna_log2_SETDB1",0
"cna_log2_SF1",0
"cna_log2_SF3B1",0
"cna_log2_SFN",0
"cna_log2_SFPQ",0
"cna_log2_SFRP1",0
"cna_log2_SFRP2",0
"cna_log2_SFRP4",0
"cna_log2_SFRP5",0
"cna_log2_SGK1",0
"cna_log2_SGMS1",0
"cna_log2_SH2B3",0
"cna_log2_SH3GL1",0
"cna_log2_SH3GLB1",0
"cna_log2_SHISA3",0
"cna_log2_SHPRH",0
"cna_log2_SHQ1",0
"cna_log2_SIAH1",0
"cna_log2_SIK1",0
"cna_log2_SIN3A",0
"cna_log2_SIRPA",0
"cna_log2_SIRT1",0
