"","coefficient"
"cna_log2_DHX9",0
"cna_log2_DIABLO",0
"cna_log2_DIAPH2",0
"cna_log2_DICER1",0
"cna_log2_DIDO1",0
"cna_log2_DIRAS1",0
"cna_log2_DIRAS3",0
"cna_log2_DIS3",0
"cna_log2_DKK1",0
"cna_log2_DKK3",0
"cna_log2_DLC1",0
"cna_log2_DLEC1",0
"cna_log2_DLEU1",0
"cna_log2_DLEU2",0
"cna_log2_DLG1",0
"cna_log2_DLK1",0
"cna_log2_DLX5",0
"cna_log2_DMBT1",0
"cna_log2_DMD",0
"cna_log2_DMTF1",0
"cna_log2_DNAJA3",0
"cna_log2_DNAJB1",0
"cna_log2_DNAJB4",0
"cna_log2_DNAJC11",0
"cna_log2_DND1",0
"cna_log2_DNM2",0
"cna_log2_DNMT1",0
"cna_log2_DNMT3A",0
"cna_log2_DNMT3B",0
"cna_log2_DNPH1",0
"cna_log2_DOK1",0
"cna_log2_DOK2",0
"cna_log2_DOK3",0
"cna_log2_DPH1",0
"cna_log2_DPP4",0
"cna_log2_DPPA2",0
"cna_log2_DPPA4",0
"cna_log2_DROSHA",0
"cna_log2_DSC3",0
"cna_log2_DSG3",0
"cna_log2_DSP",0
"cna_log2_DUSP1",0
"cna_log2_DUSP12",0
"cna_log2_DUSP22",0
"cna_log2_DUSP26",0
"cna_log2_DUSP5",0
"cna_log2_DUSP6",0
"cna_log2_DUSP9",0
"cna_log2_E2F1",0
"cna_log2_E2F2",0
"cna_log2_E2F3",0
"cna_log2_E2F5",0
"cna_log2_EAF1",0
"cna_log2_EAF2",0
"cna_log2_EBF1",0
"cna_log2_EBF3",0
"cna_log2_ECHS1",0
"cna_log2_ECT2",0
"cna_log2_ECT2L",0
"cna_log2_EDA2R",0
"cna_log2_EDNRB",0
"cna_log2_EED",0
"cna_log2_EEF1A1",0
"cna_log2_EEF1A2",0
"cna_log2_EEF1D",0
"cna_log2_EEF1E1",0
"cna_log2_EEF2",0
"cna_log2_EFNA5",0
"cna_log2_EGFR",0
"cna_log2_EGLN1",0
"cna_log2_EGLN3",0
"cna_log2_EGR1",0
"cna_log2_EGR2",0
"cna_log2_EGR3",0
"cna_log2_EHD3",0
"cna_log2_EHF",0
"cna_log2_EI24",0
"cna_log2_EIF1AX",0
"cna_log2_EIF3E",0
"cna_log2_EIF3F",0
"cna_log2_EIF3I",0
"cna_log2_EIF4A2",0
"cna_log2_EIF4E",0
"cna_log2_EIF5A2",0
"cna_log2_ELAVL1",0
"cna_log2_ELF3",0
"cna_log2_ELF4",0
"cna_log2_ELK1",0
"cna_log2_ELK3",0
"cna_log2_ELK4",0
"cna_log2_ELL",0
"cna_log2_ELN",0
"cna_log2_EML4",0
"cna_log2_EMP1",0
"cna_log2_EMP2",0
"cna_log2_EN2",0
"cna_log2_ENTPD5",0
"cna_log2_EP300",0
"cna_log2_EPAS1",0
"cna_log2_EPB41",0
"cna_log2_EPB41L3",0
"cna_log2_EPCAM",0
"cna_log2_EPHA1",0
"cna_log2_EPHA2",0
"cna_log2_EPHA3",0
"cna_log2_EPHA7",0
"cna_log2_EPHB2",0
"cna_log2_EPHB3",0
"cna_log2_EPHB4",0
"cna_log2_EPHB6",0
"cna_log2_EPS15",0
"cna_log2_EPS8",0
"cna_log2_ERAS",0
"cna_log2_ERBB2",0
"cna_log2_ERBB3",0
"cna_log2_ERBB4",0
"cna_log2_ERC1",0
"cna_log2_ERCC2",0
"cna_log2_ERCC3",0
"cna_log2_ERCC4",0
"cna_log2_ERCC5",0
"cna_log2_ERF",0
"cna_log2_ERG",0
"cna_log2_ERGIC1",0
"cna_log2_ERRFI1",0
"cna_log2_ESPL1",0
"cna_log2_ESR1",0
"cna_log2_ESR2",0
"cna_log2_ESRP1",0
"cna_log2_ESRRB",0
"cna_log2_ETNK1",0
"cna_log2_ETS1",0
"cna_log2_ETS2",0
"cna_log2_ETV1",0
"cna_log2_ETV3",0
"cna_log2_ETV4",0
"cna_log2_ETV5",0
"cna_log2_ETV6",0
"cna_log2_EVI2A",0
"cna_log2_EVI5",0
"cna_log2_EWSR1",0
"cna_log2_EXT1",0
"cna_log2_EXT2",0
"cna_log2_EXTL1",0
"cna_log2_EXTL2",0
"cna_log2_EXTL3",0
"cna_log2_EYA4",0
"cna_log2_EZH1",0
"cna_log2_EZH2",0
"cna_log2_EZR",0
"cna_log2_FABP3",0
"cna_log2_FADD",0
"cna_log2_FAM131B",0
"cna_log2_FAM135B",0
"cna_log2_FAM172A",0
"cna_log2_FAM188A",0
"cna_log2_FAM189B",0
"cna_log2_FAM46D",0
"cna_log2_FAM47C",0
"cna_log2_FAM72A",0
"cna_log2_FAM83D",0
"cna_log2_FANCA",0
"cna_log2_FANCC",0
"cna_log2_FANCD2",0
"cna_log2_FANCE",0
"cna_log2_FANCF",0
"cna_log2_FANCG",0
"cna_log2_FAS",0
"cna_log2_FASN",0
"cna_log2_FAT1",0
"cna_log2_FAT3",0
"cna_log2_FAT4",0
"cna_log2_FBLN1",0
"cna_log2_FBLN2",0
"cna_log2_FBP1",0
"cna_log2_FBXL13",0
"cna_log2_FBXO11",0
"cna_log2_FBXO25",0
"cna_log2_FBXO31",0
"cna_log2_FBXO32",0
"cna_log2_FBXW7",0
"cna_log2_FCGR2B",0
"cna_log2_FCRL4",0
"cna_log2_FDPS",0
"cna_log2_FEN1",0
"cna_log2_FES",0
"cna_log2_FEV",0
"cna_log2_FEZF1",0
"cna_log2_FGF10",0
"cna_log2_FGF3",0
"cna_log2_FGF4",0
"cna_log2_FGF5",0
"cna_log2_FGF6",0
"cna_log2_FGF8",0
"cna_log2_FGFR1",0
"cna_log2_FGFR1OP",0
"cna_log2_FGFR2",0
"cna_log2_FGFR3",0
"cna_log2_FGFR4",0
"cna_log2_FGR",0
"cna_log2_FH",0
"cna_log2_FHIT",0
"cna_log2_FHL1",0
"cna_log2_FHL2",0
"cna_log2_FIP1L1",0
"cna_log2_FKBP9",0
"cna_log2_FLCN",0
"cna_log2_FLI1",0
"cna_log2_FLNA",0
"cna_log2_FLT3",0
"cna_log2_FLT4",0
"cna_log2_FNBP1",0
"cna_log2_FNDC3B",0
"cna_log2_FOS",0
"cna_log2_FOSL1",0
"cna_log2_FOXA1",0
"cna_log2_FOXA2",0
"cna_log2_FOXC1",0
"cna_log2_FOXD3",0
"cna_log2_FOXG1",0
"cna_log2_FOXL2",0
"cna_log2_FOXM1",0
"cna_log2_FOXO1",0
"cna_log2_FOXO3",0
"cna_log2_FOXO4",0
"cna_log2_FOXP1",0
"cna_log2_FOXP3",0
"cna_log2_FOXQ1",0
"cna_log2_FOXR1",0
"cna_log2_FRAT1",0
"cna_log2_FRK",0
"cna_log2_FRS3",0
"cna_log2_FSTL3",0
"cna_log2_FUBP1",0
"cna_log2_FUS",0
"cna_log2_FXN",0
"cna_log2_FYN",0
"cna_log2_FZD2",0
"cna_log2_FZR1",0
"cna_log2_G0S2",0
"cna_log2_GAB2",0
"cna_log2_GABARAP",0
"cna_log2_GABRA6",0
"cna_log2_GADD45A",0
"cna_log2_GADD45B",0
"cna_log2_GADD45G",0
"cna_log2_GADD45GIP1",0
"cna_log2_GALNT10",0
"cna_log2_GALR1",0
"cna_log2_GALR2",0
"cna_log2_GANAB",0
"cna_log2_GAS1",0
"cna_log2_GAS5",0
"cna_log2_GAS7",0
"cna_log2_GATA1",0
"cna_log2_GATA2",0
"cna_log2_GATA3",0
"cna_log2_GATA4",0
"cna_log2_GATA5",0
"cna_log2_GATA6",0
"cna_log2_GBP1",0
"cna_log2_GFI1",0
"cna_log2_GFI1B",0
"cna_log2_GGNBP2",0
"cna_log2_GJA1",0
"cna_log2_GJB2",0
"cna_log2_GKN1",0
"cna_log2_GKN2",0
"cna_log2_GLI1",0
"cna_log2_GLI2",0
"cna_log2_GLI3",0
"cna_log2_GLIPR1",0
"cna_log2_GLO1",0
"cna_log2_GLS2",0
"cna_log2_GLTSCR1",0
"cna_log2_GLTSCR2",0
"cna_log2_GMNN",-0.00588721077868868
"cna_log2_GMPS",0
"cna_log2_GNA11",0
"cna_log2_GNA12",0
"cna_log2_GNA13",0
"cna_log2_GNAI2",0
"cna_log2_GNAQ",0
"cna_log2_GNAS",0
"cna_log2_GNAT1",0
"cna_log2_GNB2L1",0
"cna_log2_GNMT",0
"cna_log2_GOLGA5",0
"cna_log2_GOLPH3",0
"cna_log2_GOPC",0
"cna_log2_GORAB",0
"cna_log2_GPC3",0
"cna_log2_GPC5",0
"cna_log2_GPHN",0
"cna_log2_GPM6A",0
"cna_log2_GPM6B",0
"cna_log2_GPR132",0
"cna_log2_GPRC5A",0
"cna_log2_GPS2",0
"cna_log2_GPX3",0
"cna_log2_GREM1",0
"cna_log2_GRIN2A",0
"cna_log2_GRIN2D",0
"cna_log2_GRM1",0
"cna_log2_GRM3",0
"cna_log2_GSK3A",0
"cna_log2_GSK3B",0
"cna_log2_GSN",0
"cna_log2_GSTP1",0
"cna_log2_GSTT1",0
"cna_log2_GTF2I",0
"cna_log2_GTPBP4",0
"cna_log2_GUCY2C",0
"cna_log2_H19",0
"cna_log2_H2AFX",0
"cna_log2_H3F3A",0
"cna_log2_H3F3B",0
"cna_log2_H3F3C",0
"cna_log2_HACE1",0
"cna_log2_HAS1",0
"cna_log2_HAX1",0
"cna_log2_HBP1",0
"cna_log2_HCAR2",0
"cna_log2_HDAC1",0
"cna_log2_HDAC3",0
"cna_log2_HECA",0
"cna_log2_HEPACAM",0
"cna_log2_HERPUD1",0
"cna_log2_HES6",0
"cna_log2_HEY1",0
"cna_log2_HGF",0
"cna_log2_HHEX",0
"cna_log2_HIC1",0
"cna_log2_HIF1A",0
"cna_log2_HINT1",0
"cna_log2_HIP1",0
"cna_log2_HIPK2",0
"cna_log2_HIRA",0
"cna_log2_HIST1H1C",0
"cna_log2_HIST1H1E",0
"cna_log2_HIST1H3B",0
"cna_log2_HIST1H4I",0
"cna_log2_HIVEP1",0
"cna_log2_HIVEP3",0
"cna_log2_HLA.A",0
"cna_log2_HLA.B",0
"cna_log2_HLF",0
"cna_log2_HLTF",0
"cna_log2_HMGA1",0
"cna_log2_HMGA2",0
"cna_log2_HMGN2P46",0
"cna_log2_HMGN5",0
"cna_log2_HNF1A",0
"cna_log2_HNF4A",0
"cna_log2_HNRNPA1",0
"cna_log2_HNRNPA2B1",0
"cna_log2_HOMER2",0
"cna_log2_HOOK3",0
"cna_log2_HOPX",0
"cna_log2_HOTAIR",0
"cna_log2_HOTTIP",0
"cna_log2_HOXA1",0
"cna_log2_HOXA11",0
"cna_log2_HOXA13",0
"cna_log2_HOXA9",0
"cna_log2_HOXB13",0
"cna_log2_HOXC11",0
"cna_log2_HOXC13",0
"cna_log2_HOXD11",0
"cna_log2_HOXD13",0
"cna_log2_HOXD9",0
"cna_log2_HPGD",0
"cna_log2_HRAS",0
"cna_log2_HRASLS2",0
"cna_log2_HRG",0
"cna_log2_HSP90AA1",0
"cna_log2_HSP90AB1",0
"cna_log2_HSP90B1",0
"cna_log2_HSPA1A",0
"cna_log2_HSPA4",0
"cna_log2_HSPA5",0
"cna_log2_HSPB1",0
"cna_log2_HSPB7",0
"cna_log2_HSPD1",0
"cna_log2_HTATIP2",0
"cna_log2_HTRA1",0
"cna_log2_HTRA2",0
"cna_log2_HTRA3",0
"cna_log2_HULC",0
"cna_log2_HUWE1",0
"cna_log2_ID1",0
"cna_log2_ID2",0
"cna_log2_ID3",0
"cna_log2_ID4",0
"cna_log2_IDH1",0
"cna_log2_IDH2",0
"cna_log2_IER3",0
"cna_log2_IFI16",0
"cna_log2_IFNG",0
"cna_log2_IFT88",0
"cna_log2_IGF1",0
"cna_log2_IGF1R",0
"cna_log2_IGF2",0
"cna_log2_IGF2BP1",0
"cna_log2_IGF2BP2",0
"cna_log2_IGF2R",0
"cna_log2_IGFALS",0
"cna_log2_IGFBP3",0
"cna_log2_IGFBP4",0
"cna_log2_IGFBP5",0
"cna_log2_IGFBP7",0
"cna_log2_IGFBPL1",0
"cna_log2_IKBKB",0
"cna_log2_IKBKE",0
"cna_log2_IKZF1",0
"cna_log2_IKZF2",0
"cna_log2_IKZF3",0
"cna_log2_IL17A",0
"cna_log2_IL17RD",0
"cna_log2_IL2",0
"cna_log2_IL21R",0
"cna_log2_IL24",0
"cna_log2_IL6ST",0
"cna_log2_IL7R",0
"cna_log2_ILK",0
"cna_log2_ING1",0
"cna_log2_ING2",0
"cna_log2_ING3",0
"cna_log2_ING4",0
"cna_log2_ING5",0
"cna_log2_INPP4B",0
"cna_log2_INPPL1",0
"cna_log2_INTS1",0
"cna_log2_INTS2",0
"cna_log2_INTS3",0
"cna_log2_INTS4",0
"cna_log2_INTS5",0
"cna_log2_INTS6",0
"cna_log2_INTS7",0
"cna_log2_INTS8",0
"cna_log2_IQGAP2",0
"cna_log2_IRF1",0
"cna_log2_IRF2",0
"cna_log2_IRF3",0
"cna_log2_IRF4",0
"cna_log2_IRF5",0
"cna_log2_IRF6",0
"cna_log2_IRF8",0
"cna_log2_IRS2",0
"cna_log2_IRS4",0
"cna_log2_IRX1",0
"cna_log2_ISG15",0
"cna_log2_IST1",0
"cna_log2_ISX",0
"cna_log2_ITGA3",0
"cna_log2_ITGA5",0
"cna_log2_ITGA7",0
"cna_log2_ITGAV",0
"cna_log2_ITGB1",0
"cna_log2_ITGB3",0
"cna_log2_ITK",0
"cna_log2_JAK1",0
"cna_log2_JAK2",0
"cna_log2_JAK3",0
"cna_log2_JAZF1",0
"cna_log2_JDP2",0
"cna_log2_JUN",0
"cna_log2_JUNB",0
"cna_log2_JUND",0
"cna_log2_JUP",0
"cna_log2_KANK1",0
"cna_log2_KANSL1",0
"cna_log2_KAT5",0
"cna_log2_KAT6A",0
"cna_log2_KAT6B",0
"cna_log2_KAT7",0
"cna_log2_KCNJ5",0
"cna_log2_KCNRG",0
"cna_log2_KDM2A",0
"cna_log2_KDM3A",0
"cna_log2_KDM3B",0
"cna_log2_KDM4C",0
"cna_log2_KDM5A",0
"cna_log2_KDM5B",0
"cna_log2_KDM5C",0
"cna_log2_KDM6A",0
"cna_log2_KDM8",0
"cna_log2_KDR",0
"cna_log2_KDSR",0
"cna_log2_KEAP1",0
"cna_log2_KEL",0
"cna_log2_KIAA0101",0
"cna_log2_KIAA1524",0
"cna_log2_KIAA1549",0
"cna_log2_KIF14",0
"cna_log2_KIF1A",0
"cna_log2_KIF1B",0
"cna_log2_KIF5B",0
"cna_log2_KIF7",0
"cna_log2_KISS1",0
"cna_log2_KIT",0
"cna_log2_KL",0
"cna_log2_KLF10",0
"cna_log2_KLF2",0
"cna_log2_KLF4",0
"cna_log2_KLF5",0
"cna_log2_KLF6",0
"cna_log2_KLF8",0
"cna_log2_KLK10",0
"cna_log2_KLK2",0
"cna_log2_KLK6",0
"cna_log2_KMT2A",0
"cna_log2_KMT2B",0
"cna_log2_KMT2C",0
"cna_log2_KMT2D",0
"cna_log2_KNSTRN",0
"cna_log2_KRAS",0
"cna_log2_KRIT1",0
"cna_log2_KRT19",0
"cna_log2_KRT222",0
"cna_log2_KSR2",0
"cna_log2_KTN1",0
"cna_log2_L3MBTL4",0
"cna_log2_LAMTOR5",0
"cna_log2_LAPTM4B",0
"cna_log2_LARP4B",0
"cna_log2_LASP1",0
"cna_log2_LAT2",0
"cna_log2_LATS1",0
"cna_log2_LATS2",0
"cna_log2_LCK",0
"cna_log2_LCN2",0
"cna_log2_LCP1",0
"cna_log2_LDHB",0
"cna_log2_LEF1",0
"cna_log2_LEFTY1",0
"cna_log2_LEFTY2",0
"cna_log2_LEMD2",0
"cna_log2_LEPROTL1",0
"cna_log2_LETMD1",0
"cna_log2_LGALS7",0
"cna_log2_LHX1",0
"cna_log2_LHX4",0
"cna_log2_LHX6",0
"cna_log2_LIFR",0
"cna_log2_LIMA1",0
"cna_log2_LIMD1",0
"cna_log2_LIN28A",0
"cna_log2_LIN28B",0
"cna_log2_LIN9",0
"cna_log2_LINC.PINT",0
"cna_log2_LITAF",0
"cna_log2_LLGL1",0
"cna_log2_LMNA",0
"cna_log2_LMO1",0
"cna_log2_LMO2",0
"cna_log2_LMO3",0
"cna_log2_LMO4",0
"cna_log2_LMX1B",0
"cna_log2_LOX",0
"cna_log2_LPP",0
"cna_log2_LRIG1",0
"cna_log2_LRIG3",0
"cna_log2_LRMP",0
"cna_log2_LRP1B",0
"cna_log2_LRRC3B",0
"cna_log2_LRRC4",0
"cna_log2_LSAMP",0
"cna_log2_LSM1",0
"cna_log2_LSM14A",0
"cna_log2_LTF",0
"cna_log2_LXN",0
"cna_log2_LYL1",0
"cna_log2_LZTR1",0
"cna_log2_LZTS1",0
"cna_log2_MACC1",0
"cna_log2_MACF1",0
"cna_log2_MACROD1",0
"cna_log2_MAD1L1",0
"cna_log2_MADD",0
"cna_log2_MAF",0
"cna_log2_MAFA",0
"cna_log2_MAFB",0
"cna_log2_MAGEA11",0
"cna_log2_MAL",0
"cna_log2_MALAT1",0
"cna_log2_MALT1",0
"cna_log2_MAML2",0
"cna_log2_MAP2K1",0
"cna_log2_MAP2K2",0
"cna_log2_MAP2K4",0
"cna_log2_MAP3K1",0
"cna_log2_MAP3K13",0
"cna_log2_MAP3K4",0
"cna_log2_MAP3K7",0
"cna_log2_MAP3K8",0
"cna_log2_MAP4K1",0
"cna_log2_MAPK1",0
"cna_log2_MAPK10",0
"cna_log2_MAPK9",0
"cna_log2_MAPRE1",0
"cna_log2_MARCKS",0
"cna_log2_MARVELD1",0
"cna_log2_MAS1",0
"cna_log2_MAT2A",0
"cna_log2_MAX",0
"cna_log2_MB21D2",0
"cna_log2_MBD1",0
"cna_log2_MBD4",0
"cna_log2_MCC",0
"cna_log2_MCF2",0
"cna_log2_MCF2L",0
"cna_log2_MCL1",0
"cna_log2_MCM9",0
"cna_log2_MCPH1",0
"cna_log2_MCTS1",0
"cna_log2_MDC1",0
"cna_log2_MDM2",0
"cna_log2_MDM4",0
"cna_log2_MDS2",0
"cna_log2_MECOM",0
"cna_log2_MED12",0
"cna_log2_MEF2C",0
"cna_log2_MEFV",0
"cna_log2_MEG3",0
"cna_log2_MEIS1",0
"cna_log2_MEN1",0
"cna_log2_MERTK",0
"cna_log2_MET",0
"cna_log2_MFHAS1",0
"cna_log2_MFNG",0
"cna_log2_MFSD2A",0
"cna_log2_MGA",0
"cna_log2_MGMT",0
"cna_log2_MIA",0
"cna_log2_MIA2",0
"cna_log2_MIEN1",0
"cna_log2_MINA",0
"cna_log2_MIR1.1",0
"cna_log2_MIR1.2",0
"cna_log2_MIR100",0
"cna_log2_MIR100HG",0
"cna_log2_MIR101.1",0
"cna_log2_MIR101.2",0
"cna_log2_MIR106A",0
"cna_log2_MIR106B",0
"cna_log2_MIR107",0
"cna_log2_MIR10A",0
"cna_log2_MIR10B",0
"cna_log2_MIR122",0
"cna_log2_MIR1226",0
"cna_log2_MIR124.1",0
"cna_log2_MIR124.2",0
"cna_log2_MIR124.3",0
"cna_log2_MIR1247",0
"cna_log2_MIR125A",0
"cna_log2_MIR125B1",0
"cna_log2_MIR125B2",0
"cna_log2_MIR126",0
"cna_log2_MIR127",0
"cna_log2_MIR128.1",0
"cna_log2_MIR129.1",0
"cna_log2_MIR129.2",0
"cna_log2_MIR1291",0
"cna_log2_MIR1297",0
"cna_log2_MIR130A",0
"cna_log2_MIR130B",0
"cna_log2_MIR132",0
"cna_log2_MIR133A1",0
"cna_log2_MIR133A2",0
"cna_log2_MIR133B",0
"cna_log2_MIR134",0
"cna_log2_MIR135A1",0
"cna_log2_MIR135A2",0
"cna_log2_MIR135B",0
"cna_log2_MIR136",0
"cna_log2_MIR137",0
"cna_log2_MIR138.1",0
"cna_log2_MIR138.2",0
"cna_log2_MIR140",0
"cna_log2_MIR141",0
"cna_log2_MIR142",0
"cna_log2_MIR143",0
"cna_log2_MIR145",0
"cna_log2_MIR146A",0
"cna_log2_MIR146B",0
"cna_log2_MIR147A",0
"cna_log2_MIR148A",0
"cna_log2_MIR148B",0
"cna_log2_MIR149",0
"cna_log2_MIR150",0
"cna_log2_MIR152",0
"cna_log2_MIR155",0
"cna_log2_MIR155HG",0
"cna_log2_MIR15A",0
"cna_log2_MIR16.1",0
"cna_log2_MIR16.2",0
"cna_log2_MIR17",0
"cna_log2_MIR17HG",0
"cna_log2_MIR181A1",0
"cna_log2_MIR181A2",0
"cna_log2_MIR181B1",0
"cna_log2_MIR181B2",0
"cna_log2_MIR181C",0
"cna_log2_MIR182",0
"cna_log2_MIR183",0
"cna_log2_MIR184",0
"cna_log2_MIR185",0
"cna_log2_MIR186",0
"cna_log2_MIR187",0
"cna_log2_MIR18A",0
"cna_log2_MIR18B",0
"cna_log2_MIR1908",0
"cna_log2_MIR191",0
"cna_log2_MIR192",0
"cna_log2_MIR193A",0
"cna_log2_MIR193B",0
"cna_log2_MIR194.1",0
"cna_log2_MIR194.2",0
"cna_log2_MIR195",0
"cna_log2_MIR196A1",0
"cna_log2_MIR196A2",0
"cna_log2_MIR196B",0
"cna_log2_MIR198",0
"cna_log2_MIR199A1",0
"cna_log2_MIR19A",0
"cna_log2_MIR19B1",0
"cna_log2_MIR200A",0
"cna_log2_MIR200B",0
"cna_log2_MIR200C",0
"cna_log2_MIR204",0
"cna_log2_MIR205",0
"cna_log2_MIR206",0
"cna_log2_MIR20A",0
"cna_log2_MIR20B",0
"cna_log2_MIR21",0
"cna_log2_MIR210",0
"cna_log2_MIR211",0
"cna_log2_MIR212",0
"cna_log2_MIR214",0
"cna_log2_MIR215",0
"cna_log2_MIR217",0
"cna_log2_MIR218.1",0
"cna_log2_MIR218.2",0
"cna_log2_MIR22",0
"cna_log2_MIR221",0
"cna_log2_MIR222",0
"cna_log2_MIR223",0
"cna_log2_MIR23A",0
"cna_log2_MIR23B",0
"cna_log2_MIR24.1",0
"cna_log2_MIR25",0
"cna_log2_MIR26A1",0
"cna_log2_MIR26A2",0
"cna_log2_MIR26B",0
"cna_log2_MIR27A",0
"cna_log2_MIR27B",0
"cna_log2_MIR296",0
"cna_log2_MIR29A",0
"cna_log2_MIR29B1",0
"cna_log2_MIR29C",0
"cna_log2_MIR301A",0
"cna_log2_MIR302B",0
"cna_log2_MIR30A",0
"cna_log2_MIR30C1",0
"cna_log2_MIR31",0
"cna_log2_MIR320A",0
"cna_log2_MIR326",0
"cna_log2_MIR329.1",0
"cna_log2_MIR330",0
"cna_log2_MIR335",0
"cna_log2_MIR338",0
"cna_log2_MIR33A",0
"cna_log2_MIR340",0
"cna_log2_MIR34A",0
"cna_log2_MIR34B",0
"cna_log2_MIR34C",0
"cna_log2_MIR367",0
"cna_log2_MIR372",0
"cna_log2_MIR373",0
"cna_log2_MIR374A",0
"cna_log2_MIR375",0
"cna_log2_MIR380",0
"cna_log2_MIR383",0
"cna_log2_MIR409",0
"cna_log2_MIR410",0
"cna_log2_MIR421",0
"cna_log2_MIR423",0
"cna_log2_MIR424",0
"cna_log2_MIR449A",0
"cna_log2_MIR449B",0
"cna_log2_MIR451A",0
"cna_log2_MIR454",0
"cna_log2_MIR483",0
"cna_log2_MIR485",0
"cna_log2_MIR487B",0
"cna_log2_MIR490",0
"cna_log2_MIR493",0
"cna_log2_MIR494",0
"cna_log2_MIR495",0
"cna_log2_MIR497",0
"cna_log2_MIR502",0
"cna_log2_MIR503",0
"cna_log2_MIR504",0
"cna_log2_MIR505",0
"cna_log2_MIR506",0
"cna_log2_MIR507",0
"cna_log2_MIR508",0
"cna_log2_MIR509.3",0
"cna_log2_MIR517A",0
"cna_log2_MIR517C",0
"cna_log2_MIR519D",0
"cna_log2_MIR520B",0
"cna_log2_MIR520C",0
"cna_log2_MIR520G",0
"cna_log2_MIR526B",0
"cna_log2_MIR551A",0
"cna_log2_MIR574",0
"cna_log2_MIR575",0
"cna_log2_MIR615",0
"cna_log2_MIR636",0
"cna_log2_MIR645",0
"cna_log2_MIR663A",0
"cna_log2_MIR7.1",0
"cna_log2_MIR7.2",0
"cna_log2_MIR7.3",0
"cna_log2_MIR708",0
"cna_log2_MIR744",0
"cna_log2_MIR874",0
"cna_log2_MIR888",0
"cna_log2_MIR9.1",0
"cna_log2_MIR9.2",0
"cna_log2_MIR9.3",0
"cna_log2_MIR92A1",0
"cna_log2_MIR92B",0
"cna_log2_MIR93",0
"cna_log2_MIR941.1",0
"cna_log2_MIR944",0
"cna_log2_MIR96",0
"cna_log2_MIR98",0
"cna_log2_MIR99A",0
"cna_log2_MIRLET7A1",0
"cna_log2_MIRLET7A2",0
"cna_log2_MIRLET7A3",0
"cna_log2_MIRLET7B",0
"cna_log2_MIRLET7C",0
"cna_log2_MIRLET7D",0
"cna_log2_MIRLET7E",0
"cna_log2_MIRLET7F1",0
"cna_log2_MIRLET7F2",0
"cna_log2_MIRLET7G",0
"cna_log2_MIRLET7I",0
"cna_log2_MITF",0
"cna_log2_MKL2",0
"cna_log2_MLANA",0
"cna_log2_MLF1",0
"cna_log2_MLH1",0
"cna_log2_MLH3",0
"cna_log2_MLLT1",0
"cna_log2_MLLT10",0
"cna_log2_MLLT11",0
"cna_log2_MLLT3",0
"cna_log2_MLLT4",0
"cna_log2_MLLT6",0
"cna_log2_MME",0
"cna_log2_MMP12",0
"cna_log2_MMS22L",0
"cna_log2_MN1",0
"cna_log2_MNAT1",0
"cna_log2_MNT",0
"cna_log2_MNX1",0
"cna_log2_MOB1A",0
"cna_log2_MOB1B",0
"cna_log2_MOS",0
"cna_log2_MPL",0
"cna_log2_MPST",0
"cna_log2_MRAS",0
"cna_log2_MRE11A",0
"cna_log2_MRVI1",0
"cna_log2_MSH2",0
"cna_log2_MSH3",0
"cna_log2_MSH6",0
"cna_log2_MSI1",0
"cna_log2_MSI2",0
"cna_log2_MSMB",0
"cna_log2_MSN",0
"cna_log2_MST1",0
"cna_log2_MST1R",0
"cna_log2_MT1DP",0
"cna_log2_MT1F",0
"cna_log2_MT1G",0
"cna_log2_MT1M",0
"cna_log2_MT2A",0
"cna_log2_MTAP",0
"cna_log2_MTCP1",0
"cna_log2_MTDH",0
"cna_log2_MTOR",0
"cna_log2_MTSS1",0
"cna_log2_MTUS1",0
"cna_log2_MUC1",0
"cna_log2_MUC16",0
"cna_log2_MUC4",0
"cna_log2_MUC6",0
"cna_log2_MUS81",0
"cna_log2_MUTYH",0
"cna_log2_MXI1",0
"cna_log2_MYB",0
"cna_log2_MYBBP1A",0
"cna_log2_MYC",0
"cna_log2_MYCL",0
"cna_log2_MYCN",0
"cna_log2_MYD88",0
"cna_log2_MYH11",0
"cna_log2_MYH9",0
"cna_log2_MYO18B",0
"cna_log2_MYO1A",0
"cna_log2_MYO5A",0
"cna_log2_MYOD1",0
"cna_log2_MZB1",0
"cna_log2_N4BP2",0
"cna_log2_NAAA",0
"cna_log2_NAB2",0
"cna_log2_NACA",0
"cna_log2_NANOG",0
"cna_log2_NAPEPLD",0
"cna_log2_NBEA",0
"cna_log2_NBN",0
"cna_log2_NBPF12",0
"cna_log2_NCKIPSD",0
"cna_log2_NCOA1",0
"cna_log2_NCOA2",0
"cna_log2_NCOA3",0
"cna_log2_NCOA4",0
"cna_log2_NCOA5",0
"cna_log2_NCOR1",0
"cna_log2_NCOR2",0
"cna_log2_NDN",0
"cna_log2_NDRG1",0
"cna_log2_NDRG2",0
"cna_log2_NDRG4",0
"cna_log2_NDST4",0
"cna_log2_NEAT1",0
"cna_log2_NEDD4",0
"cna_log2_NEDD4L",0
"cna_log2_NEDD9",0
"cna_log2_NET1",0
"cna_log2_NEURL1",0
"cna_log2_NF1",0
"cna_log2_NF2",0
"cna_log2_NFATC2",0
"cna_log2_NFE2L2",0
"cna_log2_NFIB",0
"cna_log2_NFKB1",0
"cna_log2_NFKB2",0
"cna_log2_NFKBIE",0
"cna_log2_NGFR",0
